response_id,data_source,cohort,student_id,student_track,student_prior_stats,run_id,mode,preset,preset_label,item_position,response_date,response_datetime,week_of_term,day_of_week,hour_of_day,time_block,item_number,item_id,topic,tier_code,tier_label,session_primary,session_name,session_all,theme_code,theme_label,exam_block,lab_block,extra_topic,has_source_line,news_outlet,news_date,news_sourced,news_url,n_options,correct_position,correct_option_text,stem_chars,key_chars,mean_distractor_chars,key_length_advantage,numeric_item,exposure_number,device,chosen_position,chosen_option_text,correct,response_time_sec,item_text_full,response_text
R009309,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0452,practice,exam2,Exam 2 · sessions 8–12,15,2025-11-19,2025-11-19 19:53:54,13,Wed,19,Evening,1041,S12-02,Multiple regression,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,0,,,,,4,3,34,192,2,2.0,0.0,1,2,mobile,3,34,1,7.5,"Q: A nonprofit predicts annual gift size with Y' = 12 + 0.5(volunteer hours) + 3(events attended). A donor logged 20 volunteer hours and attended 4 events. What is the predicted gift, in dollars?  ||  A) 26  |  B) 30  |  C) 34 [X]  |  D) 38",Chose C) 34 - CORRECT
R009310,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0452,practice,exam2,Exam 2 · sessions 8–12,16,2025-11-19,2025-11-19 19:54:03,13,Wed,19,Evening,478,AI-29,ANOVA,theme,Themed sets,10,ANOVA and Post-Hoc Comparisons,10,ai,All things AI,exam2,lab3,,0,,,,,4,2,Repeated-measures ANOVA,200,23,21.0,2.0,1,2,mobile,2,Repeated-measures ANOVA,1,30.6,"Q: Compare mean fact-check accuracy across four models on the same 500 questions, with each question graded once per model. Because the same items are scored across all models, the design is most like a:  ||  A) One-way between-subjects ANOVA  |  B) Repeated-measures ANOVA [X]  |  C) Independent t-test  |  D) Chi-square test",Chose B) Repeated-measures ANOVA - CORRECT
R009311,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0452,practice,exam2,Exam 2 · sessions 8–12,17,2025-11-19,2025-11-19 19:54:34,13,Wed,19,Evening,520,AK-35,Multiple regression,theme,Themed sets,12,Multiple Regression and Diagnostics,12,kay,Ironic Healthcare (in the style of Adam Kay),exam2,lab4,,0,,,,,4,1,"VIF, for multicollinearity",154,26,13.7,12.3,1,1,mobile,1,"VIF, for multicollinearity",1,6.1,"Q: A model predicts length of stay from age, number of conditions, and 'number of forms completed.' The last two correlate at r = .94. The diagnostic to run:  ||  A) VIF, for multicollinearity [X]  |  B) Cronbach's alpha  |  C) A scree plot  |  D) Levene's test","Chose A) VIF, for multicollinearity - CORRECT"
R009312,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0452,practice,exam2,Exam 2 · sessions 8–12,18,2025-11-19,2025-11-19 19:54:42,13,Wed,19,Evening,1251,TV-47,Effect size,theme,Themed sets,9,Which Test · t-Tests,9,taylor,Taylor's Version,exam2,lab3,,0,,,,,4,1,A small effect,122,14,20.7,-6.7,1,1,mobile,1,A small effect,1,15.7,"Q: A hypothetical comparison of singalong loudness between two tour legs yields Cohen's d = 0.22. How is this best described?  ||  A) A small effect [X]  |  B) A moderate effect  |  C) A large effect  |  D) No effect, since d is below 1.0",Chose A) A small effect - CORRECT
R009313,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0452,practice,exam2,Exam 2 · sessions 8–12,19,2025-11-19,2025-11-19 19:54:59,13,Wed,19,Evening,366,P12-15,t-tests,pub,Publisher test bank — application level,9,Which Test · t-Tests,9,,,exam2,lab3,,1,,,,,4,3,30,80,2,2.0,0.0,1,1,mobile,3,30,1,1.2,"Q: How many subjects were examined based on the following: t(29) = 2.001, p < 0.05?  ||  A) 32  |  B) 31  |  C) 30 [X]  |  D) 29",Chose C) 30 - CORRECT
R009314,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0452,practice,exam2,Exam 2 · sessions 8–12,20,2025-11-19,2025-11-19 19:55:02,13,Wed,19,Evening,1019,S11-30,Regression,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,0,,,,,4,2,Each additional nurse is associated with a predicted decrease of 4.5 minutes in wait time,146,89,57.0,32.0,1,1,laptop,2,Each additional nurse is associated with a predicted decrease of 4.5 minutes in wait time,1,8.6,"Q: A clinic uses Y-hat = 62 - 4.5X, where X is the number of nurses on a shift and Y-hat is predicted wait time in minutes. What does the slope mean?  ||  A) Wait time drops 4.5 percent per nurse  |  B) Each additional nurse is associated with a predicted decrease of 4.5 minutes in wait time [X]  |  C) The correlation between number of nurses and patient wait time is -4.5, a very strong relationship  |  D) Adding 4.5 nurses eliminates waiting",Chose B) Each additional nurse is associated with a predicted decrease of 4.5 minutes in wait time - CORRECT
R009315,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0452,practice,exam2,Exam 2 · sessions 8–12,21,2025-11-19,2025-11-19 19:55:12,13,Wed,19,Evening,923,S09-34,Software and output,authored,Written to the LD 810 lecture slides,9,Which Test · t-Tests,9,,,exam2,lab3,,0,,,,,4,3,The variability or the sample size,130,34,34.3,-0.3,1,2,mobile,3,The variability or the sample size,1,9.8,"Q: Two paired t-test outputs both show a 4-point mean gain, but one reports p = .32 and the other p = .002. What most likely differs?  ||  A) The number of groups compared  |  B) The level of measurement of the outcome  |  C) The variability or the sample size [X]  |  D) Whether Levene's test was requested",Chose C) The variability or the sample size - CORRECT
R009316,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0452,practice,exam2,Exam 2 · sessions 8–12,22,2025-11-19,2025-11-19 19:55:23,13,Wed,19,Evening,586,SKC-27,Correlation,theme,Themed sets,11,Correlation and Regression,11,skc,Sporting KC,exam2,lab4,,0,,,,,4,3,Holding the ball more causes a team to earn more points,105,55,52.7,2.3,1,1,mobile,3,Holding the ball more causes a team to earn more points,1,16.6,"Q: Across 20 seasons, possession share and points earned correlate at r = .42. Which claim is NOT supported?  ||  A) The relationship is positive and moderate  |  B) About 18% of the variance in points is shared with possession  |  C) Holding the ball more causes a team to earn more points [X]  |  D) Seasons with more possession tended to bring more points",Chose C) Holding the ball more causes a team to earn more points - CORRECT
R009317,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0452,practice,exam2,Exam 2 · sessions 8–12,23,2025-11-19,2025-11-19 19:55:40,13,Wed,19,Evening,843,S08-04,Inference,authored,Written to the LD 810 lecture slides,8,Hypothesis Testing and Sampling Error,8,,,exam2,lab3,,0,,,,,4,4,"The p-value already assumes the null is true, so it cannot be that probability",115,78,78.7,-0.7,1,1,tablet,4,"The p-value already assumes the null is true, so it cannot be that probability",1,14.4,"Q: A dean says, 'Our p of .04 means there is only a 4 percent chance the result was due to chance.' Why is this wrong?  ||  A) It gives the odds against chance only when the sample was drawn at random from a list  |  B) Chance probabilities can never be estimated from the data of one single study  |  C) The p-value should have been doubled first because the test was two-tailed  |  D) The p-value already assumes the null is true, so it cannot be that probability [X]","Chose D) The p-value already assumes the null is true, so it cannot be that probability - CORRECT"
R009318,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0452,practice,exam2,Exam 2 · sessions 8–12,24,2025-11-19,2025-11-19 19:55:56,13,Wed,19,Evening,518,AK-33,Correlation,theme,Themed sets,11,Correlation and Regression,11,kay,Ironic Healthcare (in the style of Adam Kay),exam2,lab4,,0,,,,,4,2,Better-staffed wards tend to have fewer falls; about 30% of the variance is shared; causation would need a stronger design,98,122,33.0,89.0,1,1,mobile,2,Better-staffed wards tend to have fewer falls; about 30% of the variance is shared; causation would need a stronger design,1,11.1,"Q: Across 40 wards, staffing level and patient falls correlate at r = −.55. The defensible statement:  ||  A) Better staffing causes fewer falls, full stop  |  B) Better-staffed wards tend to have fewer falls; about 30% of the variance is shared; causation would need a stronger design [X]  |  C) There is no relationship  |  D) Falls cause staffing shortages",Chose B) Better-staffed wards tend to have fewer falls; about 30% of the variance is shared; causation would need a stronger design - CORRECT
R009319,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0452,practice,exam2,Exam 2 · sessions 8–12,25,2025-11-19,2025-11-19 19:56:08,13,Wed,19,Evening,906,S09-17,t-tests,authored,Written to the LD 810 lecture slides,9,Which Test · t-Tests,9,,,exam2,lab3,,0,,,,,4,4,The paired test analyzes one set of difference scores,108,53,56.3,-3.3,1,1,mobile,4,The paired test analyzes one set of difference scores,1,6.3,Q: Why does the independent-samples t-test use n1 + n2 - 2 degrees of freedom while the paired test uses n - 1?  ||  A) The paired test always has smaller samples than the independent test  |  B) Degrees of freedom are set by the alpha level chosen  |  C) The paired test does not estimate any variability  |  D) The paired test analyzes one set of difference scores [X],Chose D) The paired test analyzes one set of difference scores - CORRECT
R009320,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0452,practice,exam2,Exam 2 · sessions 8–12,26,2025-11-19,2025-11-19 19:56:16,13,Wed,19,Evening,863,S08-24,Hypothesis testing,authored,Written to the LD 810 lecture slides,8,Hypothesis Testing and Sampling Error,8,,,exam2,lab3,,0,,,,,4,3,Mean time-to-degree differs between the two models,94,50,78.3,-28.3,0,1,mobile,3,Mean time-to-degree differs between the two models,1,5.7,Q: Which is a properly stated alternative hypothesis in words for a study of two advising models?  ||  A) Students advised under the new model will turn out to be happier people overall  |  B) The new advising model is worth what the institution is spending to run it  |  C) Mean time-to-degree differs between the two models [X]  |  D) The sample of advised students is representative of all students at the university,Chose C) Mean time-to-degree differs between the two models - CORRECT
R009321,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0452,practice,exam2,Exam 2 · sessions 8–12,27,2025-11-19,2025-11-19 19:56:23,13,Wed,19,Evening,1054,S12-15,Assumptions and diagnostics,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,0,,,,,4,4,Linearity of the predictor and outcome relations,168,48,42.3,5.7,0,1,laptop,4,Linearity of the predictor and outcome relations,1,8.1,"Q: Before modeling length of stay on age and comorbidity count, a resident inspects a scatterplot of each predictor against the outcome. Which assumption is being checked?  ||  A) Equality of sample sizes across predictors  |  B) Independence of the errors across the cases  |  C) Normality of each predictor's distribution  |  D) Linearity of the predictor and outcome relations [X]",Chose D) Linearity of the predictor and outcome relations - CORRECT
R009322,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0452,practice,exam2,Exam 2 · sessions 8–12,28,2025-11-19,2025-11-19 19:56:32,13,Wed,19,Evening,960,S10-21,Software and output,authored,Written to the LD 810 lecture slides,10,ANOVA and Post-Hoc Comparisons,10,,,exam2,lab3,,0,,,,,4,4,60,120,2,2.0,0.0,1,1,mobile,4,60,1,14.1,"Q: An output line reads F(2, 57) = 3.44, p = .039 for satisfaction scores at three clinics. What was the total sample size?  ||  A) 62  |  B) 57  |  C) 59  |  D) 60 [X]",Chose D) 60 - CORRECT
R009323,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0452,practice,exam2,Exam 2 · sessions 8–12,29,2025-11-19,2025-11-19 19:56:47,13,Wed,19,Evening,929,S09-40,Effect size,authored,Written to the LD 810 lecture slides,9,Which Test · t-Tests,9,,,exam2,lab3,,0,,,,,4,2,Cohen's d is not driven by sample size,60,38,43.7,-5.7,0,2,laptop,2,Cohen's d is not driven by sample size,1,5.0,Q: Which statement about sample size and Cohen's d is accurate?  ||  A) Cohen's d rises automatically as the sample grows  |  B) Cohen's d is not driven by sample size [X]  |  C) Cohen's d can only be computed for paired designs  |  D) Cohen's d must be between 0 and 1,Chose B) Cohen's d is not driven by sample size - CORRECT
R009324,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0452,practice,exam2,Exam 2 · sessions 8–12,30,2025-11-19,2025-11-19 19:56:54,13,Wed,19,Evening,973,S10-34,ANOVA,authored,Written to the LD 810 lecture slides,10,ANOVA and Post-Hoc Comparisons,10,,,exam2,lab3,,0,,,,,4,2,5.14,112,4,4.3,-0.3,1,1,mobile,2,5.14,1,5.0,"Q: A source table for four regions reports SS between = 90, SS within = 210, and total N = 40. What is the F ratio?  ||  A) 2.19  |  B) 5.14 [X]  |  C) 15.43  |  D) 0.43",Chose B) 5.14 - CORRECT
R009325,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0453,practice,lab4,Lab 4 · relationships and prediction,1,2025-11-20,2025-11-20 22:45:00,13,Thu,22,Late night,1236,SKC-47,Multiple regression,theme,Themed sets,12,Multiple Regression and Diagnostics,12,skc,Sporting KC,exam2,lab4,,0,,,,,4,3,The new predictor does not earn its place in the model,138,54,47.3,6.7,0,1,mobile,3,The new predictor does not earn its place in the model,1,16.2,Q: Adding a fourth predictor to the attendance model raises R-squared slightly but lowers adjusted R-squared. What does this pattern suggest?  ||  A) The new predictor violates the normality assumption  |  B) The model now explains less variance than before  |  C) The new predictor does not earn its place in the model [X]  |  D) Adjusted R-squared was computed incorrectly,Chose C) The new predictor does not earn its place in the model - CORRECT
R009326,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0453,practice,lab4,Lab 4 · relationships and prediction,2,2025-11-20,2025-11-20 22:45:17,13,Thu,22,Late night,1072,S12-33,Multiple regression,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,0,,,,,4,3,The predicted gift when both predictors equal zero,128,50,46.0,4.0,1,1,mobile,4,The share of gift variance left unexplained,0,9.1,"Q: In a model predicting donor gift amount from years of giving and events attended, the intercept is 45. What does that represent?  ||  A) The average gift amount across all of the donors  |  B) The smallest gift amount observed in the sample  |  C) The predicted gift when both predictors equal zero [X]  |  D) The share of gift variance left unexplained",Chose D) The share of gift variance left unexplained - INCORRECT (key: C) The predicted gift when both predictors equal zero)
R009327,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0453,practice,lab4,Lab 4 · relationships and prediction,3,2025-11-20,2025-11-20 22:45:27,13,Thu,22,Late night,1027,S11-38,Regression,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,0,,,,,4,2,24.5 percent,152,12,12.0,0.0,1,1,mobile,1,20.0 percent,0,22.4,Q: A staffing model predicts turnover percent from supervisor span of control: Y-hat = 12.5 + 0.8X. What is predicted for a supervisor overseeing 15 staff?  ||  A) 20.0 percent  |  B) 24.5 percent [X]  |  C) 13.3 percent  |  D) 27.5 percent,Chose A) 20.0 percent - INCORRECT (key: B) 24.5 percent)
R009328,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0453,practice,lab4,Lab 4 · relationships and prediction,4,2025-11-20,2025-11-20 22:45:52,13,Thu,22,Late night,214,MREG-06,Multiple regression,lecture,Rewritten from textbook items to match lecture,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,1,,,,,4,2,Homoscedasticity (constant variance of residuals),137,49,14.7,34.3,0,1,mobile,2,Homoscedasticity (constant variance of residuals),1,10.4,"Q: A residual plot fans out — small spread at low predicted values, large spread at high predicted values. The assumption being violated is:  ||  A) Linearity  |  B) Homoscedasticity (constant variance of residuals) [X]  |  C) Independence  |  D) Normality of predictors",Chose B) Homoscedasticity (constant variance of residuals) - CORRECT
R009329,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0453,practice,lab4,Lab 4 · relationships and prediction,5,2025-11-20,2025-11-20 22:46:04,13,Thu,22,Late night,1060,S12-21,Assumptions and diagnostics,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,0,,,,,4,1,High leverage on the predictor side,129,35,33.7,1.3,1,1,mobile,3,A low tolerance value by default,0,10.3,"Q: In a 60-site nursing home model, one site has a bed count five times larger than the next largest. What does that give this case?  ||  A) High leverage on the predictor side [X]  |  B) A large residual by definition  |  C) A low tolerance value by default  |  D) A violation of the normality assumption",Chose C) A low tolerance value by default - INCORRECT (key: A) High leverage on the predictor side)
R009330,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0453,practice,lab4,Lab 4 · relationships and prediction,6,2025-11-20,2025-11-20 22:46:15,13,Thu,22,Late night,375,P15-31,Correlation,pub,Publisher test bank — application level,11,Correlation and Regression,11,,,exam2,lab4,,1,,,,,4,3,29,109,2,2.0,0.0,1,2,desktop,3,29,1,8.3,"Q: When computing a correlation coefficient, if you have 27 degrees of freedom, your sample size must be ______.  ||  A) 25  |  B) 27  |  C) 29 [X]  |  D) 26",Chose C) 29 - CORRECT
R009331,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0453,practice,lab4,Lab 4 · relationships and prediction,7,2025-11-20,2025-11-20 22:46:25,13,Thu,22,Late night,345,P05-55,Correlation,pub,Publisher test bank — application level,11,Correlation and Regression,11,,,exam2,lab4,,1,,,,,4,4,negative correlation,93,20,20.7,-0.7,0,1,desktop,2,biserial correlation,0,7.7,"Q: ""The more oatmeal you eat, the lower your blood cholesterol level"" is an example of a ______.  ||  A) continuous correlation  |  B) biserial correlation  |  C) positive correlation  |  D) negative correlation [X]",Chose B) biserial correlation - INCORRECT (key: D) negative correlation)
R009332,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0453,practice,lab4,Lab 4 · relationships and prediction,8,2025-11-20,2025-11-20 22:46:35,13,Thu,22,Late night,1029,S11-40,Regression,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,0,,,,,4,4,The equation should not be used that far outside the data it was built on,160,73,52.0,21.0,1,1,desktop,4,The equation should not be used that far outside the data it was built on,1,11.1,"Q: A clinic's wait-time model was built on shifts staffed with 4 to 10 nurses. A director asks what the equation predicts for 25 nurses. What is the best response?  ||  A) Report the predicted value, since the equation is linear  |  B) Recompute the equation using Spearman correlation  |  C) Report the value but square it to correct for range  |  D) The equation should not be used that far outside the data it was built on [X]",Chose D) The equation should not be used that far outside the data it was built on - CORRECT
R009333,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0453,practice,lab4,Lab 4 · relationships and prediction,9,2025-11-20,2025-11-20 22:46:47,13,Thu,22,Late night,1059,S12-20,Assumptions and diagnostics,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,0,,,,,4,2,That the errors are approximately normally distributed,118,54,51.0,3.0,0,1,desktop,2,That the errors are approximately normally distributed,1,7774.5,Q: Which assumption does a normal probability plot of residuals address in a regression predicting donor renewal amounts?  ||  A) That each predictor is itself normally distributed  |  B) That the errors are approximately normally distributed [X]  |  C) That residual variance is constant across the model  |  D) That the predictors are uncorrelated with each other,Chose B) That the errors are approximately normally distributed - CORRECT
R009334,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0453,practice,lab4,Lab 4 · relationships and prediction,10,2025-11-20,2025-11-20 22:50:49,13,Thu,22,Late night,1078,S12-39,Multiple regression,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,0,,,,,4,3,A one SD rise in income predicts .42 SD higher persistence.,101,59,54.7,4.3,1,1,mobile,1,Family income explains 42 percent of student persistence.,0,16.6,Q: A beta weight of .42 is reported for family income in a student persistence model. What does it mean?  ||  A) Family income explains 42 percent of student persistence.  |  B) Income and persistence correlate .42 in this sample.  |  C) A one SD rise in income predicts .42 SD higher persistence. [X]  |  D) Income raises the persistence score by 0.42 raw points.,Chose A) Family income explains 42 percent of student persistence. - INCORRECT (key: C) A one SD rise in income predicts .42 SD higher persistence.)
R009335,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0453,practice,lab4,Lab 4 · relationships and prediction,11,2025-11-20,2025-11-20 22:51:08,13,Thu,22,Late night,216,MREG-08,Multiple regression,lecture,Rewritten from textbook items to match lecture,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,1,,,,,4,2,Does the model as a whole explain significantly more variance than no predictors at all?,72,88,40.7,47.3,0,2,mobile,2,Does the model as a whole explain significantly more variance than no predictors at all?,1,5.1,Q: The overall F-test in a multiple regression output answers the question:  ||  A) Is each individual predictor significant?  |  B) Does the model as a whole explain significantly more variance than no predictors at all? [X]  |  C) Are the predictors correlated with each other?  |  D) Is the sample normally distributed?,Chose B) Does the model as a whole explain significantly more variance than no predictors at all? - CORRECT
R009336,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0453,practice,lab4,Lab 4 · relationships and prediction,12,2025-11-20,2025-11-20 22:51:14,13,Thu,22,Late night,1089,S12-50,Multiple regression,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,0,,,,,4,2,Together these variables predict a fair share of variation.,121,59,59.0,0.0,0,1,mobile,2,Together these variables predict a fair share of variation.,1,16.5,Q: Which sentence appropriately summarizes a significant regression predicting length of stay from three clinical variables?  ||  A) Changing these three variables will shorten patient stays.  |  B) Together these variables predict a fair share of variation. [X]  |  C) These three variables determine how long the patients stay.  |  D) Patients scoring high on these variables always stay longer.,Chose B) Together these variables predict a fair share of variation. - CORRECT
R009337,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0453,practice,lab4,Lab 4 · relationships and prediction,13,2025-11-20,2025-11-20 22:51:33,13,Thu,22,Late night,1057,S12-18,Assumptions and diagnostics,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,0,,,,,4,1,Heteroscedasticity,155,18,19.3,-1.3,0,1,mobile,1,Heteroscedasticity,1,8.2,Q: A residual plot for predicted hospital charges fans out: residuals are tight at low predicted values and wide at high ones. What does that funnel indicate?  ||  A) Heteroscedasticity [X]  |  B) Correlated errors  |  C) Multicollinearity  |  D) A nonlinear relationship,Chose A) Heteroscedasticity - CORRECT
R009338,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0453,practice,lab4,Lab 4 · relationships and prediction,14,2025-11-20,2025-11-20 22:51:44,13,Thu,22,Late night,1002,S11-13,What statistics cannot do,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,0,,,,,4,4,"Higher-spending districts tend to have higher graduation rates, but the reason is not established",141,97,68.3,28.7,1,2,mobile,4,"Higher-spending districts tend to have higher graduation rates, but the reason is not established",1,16.5,"Q: A city reports r = 0.66 between per-pupil spending and graduation rates across districts. What does this justify saying at a council meeting?  ||  A) Raising per-pupil spending by a fixed amount will raise each district's graduation rate proportionally  |  B) Spending is the primary driver of graduation rates  |  C) Districts differ in spending for no systematic reason  |  D) Higher-spending districts tend to have higher graduation rates, but the reason is not established [X]","Chose D) Higher-spending districts tend to have higher graduation rates, but the reason is not established - CORRECT"
R009339,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0453,practice,lab4,Lab 4 · relationships and prediction,15,2025-11-20,2025-11-20 22:52:01,13,Thu,22,Late night,1237,SKC-48,Assumptions and diagnostics,theme,Themed sets,12,Multiple Regression and Diagnostics,12,skc,Sporting KC,exam2,lab4,,0,,,,,4,4,Constant variance of the residuals,151,34,28.3,5.7,0,3,mobile,4,Constant variance of the residuals,1,4.4,Q: A plot of residuals against predicted attendance shows a funnel that widens as predicted values increase. Which assumption is most clearly in question?  ||  A) Linearity of the relationship  |  B) Independence of observations  |  C) Absence of multicollinearity  |  D) Constant variance of the residuals [X],Chose D) Constant variance of the residuals - CORRECT
R009340,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0453,practice,lab4,Lab 4 · relationships and prediction,16,2025-11-20,2025-11-20 22:52:07,13,Thu,22,Late night,1214,AK-51,Assumptions and diagnostics,theme,Themed sets,12,Multiple Regression and Diagnostics,12,kay,Ironic Healthcare (in the style of Adam Kay),exam2,lab4,,0,,,,,4,4,"Non-constant error variance, which undermines the standard errors",174,65,45.0,20.0,0,1,mobile,4,"Non-constant error variance, which undermines the standard errors",1,8.9,"Q: A model predicting wait time produces a residual plot that fans outward as predicted wait rises. The registrar who drew it is told it is 'just noise'. The correct reading is:  ||  A) The residuals are normally distributed and independent of the fitted values  |  B) The model has no intercept  |  C) The relationship is exactly linear  |  D) Non-constant error variance, which undermines the standard errors [X]","Chose D) Non-constant error variance, which undermines the standard errors - CORRECT"
R009341,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0453,practice,lab4,Lab 4 · relationships and prediction,17,2025-11-20,2025-11-20 22:52:17,13,Thu,22,Late night,1234,SKC-45,Regression,theme,Themed sets,11,Correlation and Regression,11,skc,Sporting KC,exam2,lab4,,0,,,,,4,3,Each additional promotion day predicts about 120 more attendees,126,63,45.0,18.0,1,1,tablet,3,Each additional promotion day predicts about 120 more attendees,1,19.9,Q: A regression predicting attendance from days of advance promotion yields a slope of 120. How should this slope be interpreted?  ||  A) Average attendance is 120  |  B) Promotion explains 120 percent of attendance variance  |  C) Each additional promotion day predicts about 120 more attendees [X]  |  D) Each additional attendee predicts 120 more promotion days,Chose C) Each additional promotion day predicts about 120 more attendees - CORRECT
R009342,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0453,practice,lab4,Lab 4 · relationships and prediction,18,2025-11-20,2025-11-20 22:52:37,13,Thu,22,Late night,1086,S12-47,What statistics cannot do,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,0,,,,,4,2,The model may not hold in districts unlike the one sampled.,141,59,57.0,2.0,0,1,mobile,1,Regression coefficients can never be applied to new cases.,0,8.8,"Q: A retention model was built on data from one rural district, and a consultant wants to apply its coefficients statewide. What is the caution?  ||  A) Regression coefficients can never be applied to new cases.  |  B) The model may not hold in districts unlike the one sampled. [X]  |  C) R-squared would have to exceed .50 before any application.  |  D) Adjusted R-squared would have to be recomputed by hand.",Chose A) Regression coefficients can never be applied to new cases. - INCORRECT (key: B) The model may not hold in districts unlike the one sampled.)
R009343,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0453,practice,lab4,Lab 4 · relationships and prediction,19,2025-11-20,2025-11-20 22:52:49,13,Thu,22,Late night,412,BRO-32,Multiple regression,theme,Themed sets,12,Multiple Regression and Diagnostics,12,broncos,Denver Broncos,exam2,lab4,,0,,,,,4,1,Adjusted R²,198,11,16.0,-5.0,1,1,tablet,3,Sample size,0,12.2,"Q: A model predicts Broncos wins from turnover margin, sacks, and yards per play (R² = .61). Adding 'number of mascot appearances' raises R² to .612. The statistic that will barely move — or fall — is:  ||  A) Adjusted R² [X]  |  B) The intercept  |  C) Sample size  |  D) The number of predictors",Chose C) Sample size - INCORRECT (key: A) Adjusted R²)
R009344,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0453,practice,lab4,Lab 4 · relationships and prediction,20,2025-11-20,2025-11-20 22:53:03,13,Thu,22,Late night,410,BRO-30,Correlation,theme,Themed sets,11,Correlation and Regression,11,broncos,Denver Broncos,exam2,lab4,,0,,,,,4,2,Longer possession is moderately associated with more wins; roughly a third of the variance (r² ≈ .34) is shared,107,111,26.7,84.3,1,1,mobile,2,Longer possession is moderately associated with more wins; roughly a third of the variance (r² ≈ .34) is shared,1,13.1,"Q: Across 20 seasons, Broncos time of possession and wins correlate at r = .58. Which is the safest statement?  ||  A) Possession causes wins  |  B) Longer possession is moderately associated with more wins; roughly a third of the variance (r² ≈ .34) is shared [X]  |  C) The correlation is too weak to report  |  D) Wins cause possession",Chose B) Longer possession is moderately associated with more wins; roughly a third of the variance (r² ≈ .34) is shared - CORRECT
