item_number,item_id,topic,tier_code,tier_label,session_primary,session_name,session_all,theme_code,theme_label,exam_block,lab_block,extra_topic,source_note,news_outlet,news_date,news_sourced,news_url,n_options,correct_position,correct_option_text,stem_chars,key_chars,mean_distractor_chars,key_length_advantage,numeric_item,item_text_full,n_responses
985,S10-46,ANOVA,authored,Written to the LD 810 lecture slides,10,ANOVA and Post-Hoc Comparisons,10,,,exam2,lab3,,,,,,,4,2,"It uses each person as their own control, reducing error variance",141,65,54.7,10.3,0,"Q: In a repeated-measures ANOVA on three waves of employee-engagement scores, what is the conceptual advantage over an independent-groups ANOVA?  ||  A) It removes the need to check any assumptions  |  B) It uses each person as their own control, reducing error variance [X]  |  C) It allows categorical outcome variables  |  D) It eliminates the need for post-hoc comparisons among the three measurement waves",8
986,S10-47,Effect size,authored,Written to the LD 810 lecture slides,10,ANOVA and Post-Hoc Comparisons,10,,,exam2,lab3,,,,,,,4,1,The second study's grouping accounts for a much larger share of outcome variance,156,80,59.0,21.0,1,"Q: Two evaluations across four sites both report p = .04, but one has eta squared = .03 and the other eta squared = .22. What does this tell a leadership team?  ||  A) The second study's grouping accounts for a much larger share of outcome variance [X]  |  B) The first study must have violated an assumption of the analysis of variance model  |  C) Eta squared and p value always move together  |  D) The two studies found equally important differences",5
987,S10-48,Software and output,authored,Written to the LD 810 lecture slides,10,ANOVA and Post-Hoc Comparisons,10,,,exam2,lab3,,,,,,,4,3,6.40,113,4,4.3,-0.3,1,"Q: A source table is missing one value: df between = 2, df within = 42, SS between = 64, SS within = 210. What is F?  ||  A) 0.16  |  B) 2.56  |  C) 6.40 [X]  |  D) 32.00",7
988,S10-49,What statistics cannot do,authored,Written to the LD 810 lecture slides,10,ANOVA and Post-Hoc Comparisons,10,,,exam2,lab3,,,,,,,4,3,The study may have lacked power to detect real differences,143,58,56.0,2.0,0,Q: An ANOVA across six county programs is nonsignificant with very small samples per county. What is the most defensible statement for the report?  ||  A) Post-hoc comparisons will still reveal the true differences among the six county programs  |  B) The programs are proven equally effective  |  C) The study may have lacked power to detect real differences [X]  |  D) The null hypothesis has been confirmed,7
989,S10-50,ANOVA,authored,Written to the LD 810 lecture slides,10,ANOVA and Post-Hoc Comparisons,10,,,exam2,lab3,,,,,,,4,1,It locates which specific group differences drive the significant omnibus result,207,80,55.7,24.3,1,"Q: A memo states: 'A one-way ANOVA compared mean scores across four colleges, F(3, 116) = 6.02, p < .001. Tukey HSD showed College A scored higher than Colleges B and C.' What is the role of the Tukey sentence?  ||  A) It locates which specific group differences drive the significant omnibus result [X]  |  B) It verifies that the homogeneity of variance assumption held across the four colleges  |  C) It corrects the degrees of freedom in the F test  |  D) It substitutes for the effect size",24
990,S11-01,Correlation,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,1,"Higher absence days tend to go with lower reading scores, and the relationship is moderately strong",167,99,80.7,18.3,1,"Q: A district analyst reports that the correlation between staff absence days and school-level reading scores is r = -0.62. What does this value tell the leadership team?  ||  A) Higher absence days tend to go with lower reading scores, and the relationship is moderately strong [X]  |  B) Staff absence days are responsible for 62 percent of the observed decline in school reading scores  |  C) The relationship is weak because the value is negative  |  D) Reading scores drop by exactly 0.62 points for every additional staff absence day recorded",16
991,S11-02,Correlation,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,2,The value is impossible; Pearson r cannot fall outside -1 to +1,136,63,55.7,7.3,1,"Q: A clinic manager says the correlation between nurse staffing levels and patient wait times is r = -1.4. What should a reviewer conclude?  ||  A) The relationship is extremely strong and negative, stronger than a perfect inverse relationship  |  B) The value is impossible; Pearson r cannot fall outside -1 to +1 [X]  |  C) The sign should be dropped, making it 1.4  |  D) The relationship is curvilinear",12
992,S11-03,Correlation,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,3,Essentially no meaningful linear relationship between the two,144,61,58.3,2.7,1,"Q: A nonprofit finds r = 0.12 between volunteer hours logged and donor renewal rate. In plain language, what is the best description for the board?  ||  A) A strong positive link that justifies expanding the volunteer program  |  B) A moderate positive link worth acting on immediately  |  C) Essentially no meaningful linear relationship between the two [X]  |  D) Evidence that volunteer hours slightly reduce renewals",9
993,S11-04,Correlation,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,4,"The work-hours relationship, because 0.71 is farther from zero",180,62,62.7,-0.7,1,"Q: Two correlations are reported for a nursing program: r = 0.55 between study hours and exam scores, and r = -0.71 between work hours and exam scores. Which relationship is stronger?  ||  A) The study-hours relationship, because positive correlations are always stronger than negative ones  |  B) Neither; opposite signs cannot be compared  |  C) They are equally strong once the sign is ignored  |  D) The work-hours relationship, because 0.71 is farther from zero [X]",4
994,S11-05,Effect size,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,2,16 percent,157,10,10.0,0.0,1,Q: A superintendent reports r = 0.40 between attendance rate and end-of-year math scores. What percent of the variance in math scores is shared with attendance?  ||  A) 40 percent  |  B) 16 percent [X]  |  C) 20 percent  |  D) 64 percent,29
995,S11-06,Effect size,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,1,r-squared = 0.49; about 49 percent of the variance in satisfaction is shared with engagement,168,92,70.0,22.0,1,"Q: A hospital quality team finds r = 0.70 between staff engagement scores and patient satisfaction scores. What is the coefficient of determination, and what does it mean?  ||  A) r-squared = 0.49; about 49 percent of the variance in satisfaction is shared with engagement [X]  |  B) r-squared = 0.70; engagement explains 70 percent of satisfaction  |  C) r-squared = 0.84; engagement accounts for the large majority of differences in patient satisfaction  |  D) r-squared = 0.30; the rest is measurement error",8
996,S11-07,Effect size,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,3,36 percent,136,10,30.0,-20.0,1,"Q: A workforce study reports r = -0.60 between caseload size and caseworker job satisfaction. How much variance do the two variables share?  ||  A) 60 percent  |  B) Zero, because the correlation is negative  |  C) 36 percent [X]  |  D) It cannot be computed from a negative r",9
997,S11-08,Effect size,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,4,r = 0.50 in absolute value,152,26,8.0,18.0,1,Q: A program officer says a grant outcome variable shares 25 percent of its variance with hours of coaching received. What is the correlation between them?  ||  A) r = 0.06  |  B) r = 0.25  |  C) r = 0.75  |  D) r = 0.50 in absolute value [X],11
998,S11-09,Effect size,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,1,"25 percent versus 9 percent, a difference of 16 percentage points",194,65,64.3,0.7,1,"Q: A dean is comparing two predictors of first-year GPA: high school GPA (r = 0.50) and an admissions essay rating (r = 0.30). How much more variance does high school GPA share with first-year GPA?  ||  A) 25 percent versus 9 percent, a difference of 16 percentage points [X]  |  B) 20 percentage points more, matching the difference in r  |  C) Twice as much, because 0.50 is twice 0.30  |  D) The two predictors cannot be compared until the sample sizes and significance levels are reported",36
999,S11-10,What statistics cannot do,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,3,Tutoring hours caused the reading gains,144,39,70.3,-31.3,1,Q: A district finds r = 0.58 between hours of after-school tutoring and reading gains. Which conclusion is NOT supported by this correlation alone?  ||  A) Students with more tutoring hours tended to show larger reading gains  |  B) The two variables move together in a moderately strong positive pattern  |  C) Tutoring hours caused the reading gains [X]  |  D) About 34 percent of the variance in gains is shared with tutoring hours,12
1000,S11-11,What statistics cannot do,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,2,Units with sicker patients are assigned more social workers and also have more readmissions,176,91,78.3,12.7,0,"Q: A health system reports a positive correlation between the number of social workers on a unit and patient readmission rates. Which third-variable explanation is most plausible?  ||  A) Social workers increase readmissions through poor discharge planning  |  B) Units with sicker patients are assigned more social workers and also have more readmissions [X]  |  C) Readmissions cause hospitals to hire social workers instantly  |  D) The correlation must be a computational error, because more social work staffing should lower readmissions",15
1001,S11-12,What statistics cannot do,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,3,Having more savings may be what frees people to attend workshops,180,64,62.3,1.7,0,"Q: A nonprofit finds that clients who attend more financial-literacy workshops have higher savings balances. A skeptical board member raises reverse causation. What is she suggesting?  ||  A) A hidden third variable, such as household income, is driving both workshop attendance and savings  |  B) The sample was too small to trust  |  C) Having more savings may be what frees people to attend workshops [X]  |  D) The correlation should be squared before interpreting it",26
1002,S11-13,What statistics cannot do,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,4,"Higher-spending districts tend to have higher graduation rates, but the reason is not established",141,97,68.3,28.7,1,"Q: A city reports r = 0.66 between per-pupil spending and graduation rates across districts. What does this justify saying at a council meeting?  ||  A) Raising per-pupil spending by a fixed amount will raise each district's graduation rate proportionally  |  B) Spending is the primary driver of graduation rates  |  C) Districts differ in spending for no systematic reason  |  D) Higher-spending districts tend to have higher graduation rates, but the reason is not established [X]",14
1003,S11-14,What statistics cannot do,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,1,"Larger fires draw more trucks and also cause more damage, so fire size is a lurking third variable",154,98,78.0,20.0,0,"Q: An analyst finds a strong correlation between the number of fire trucks sent to a call and the dollar damage of the fire. What is the best interpretation?  ||  A) Larger fires draw more trucks and also cause more damage, so fire size is a lurking third variable [X]  |  B) Sending fewer trucks to each call would reduce the average dollar damage that fires cause  |  C) Trucks cause damage while maneuvering at the scene  |  D) The correlation is spurious and should therefore be reported to the council as effectively zero",11
1004,S11-15,What statistics cannot do,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,2,Random assignment of students to the advisory program or a comparison condition,221,79,44.7,34.3,1,"Q: A principal wants to claim that a new advisory program caused higher retention, citing r = 0.61 between advisory sessions attended and staying enrolled. What additional design feature would most strengthen a causal claim?  ||  A) Reporting r-squared alongside r  |  B) Random assignment of students to the advisory program or a comparison condition [X]  |  C) Increasing the sample from 200 to 2,000 students  |  D) Converting the variables to z scores before correlating",18
1005,S11-16,Assumptions and diagnostics,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,2,"Restriction of range: admitted students have similar GRE scores, shrinking the observed correlation",156,99,72.7,26.3,1,"Q: A graduate program correlates GRE scores with graduate GPA among admitted students only and finds r = 0.09. Why might this understate the true relationship?  ||  A) GRE scores are not interval data  |  B) Restriction of range: admitted students have similar GRE scores, shrinking the observed correlation [X]  |  C) Graduate GPA is reported to too many decimal places for a Pearson correlation to be meaningful  |  D) The sample contains extreme outliers that are inflating the size of the observed correlation",28
1006,S11-17,Assumptions and diagnostics,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,3,The narrow band of experience restricts the range and weakens r,176,63,58.7,4.3,1,"Q: A hospital correlates years of experience with error rates using only nurses with 8 to 10 years of experience and finds almost no relationship. What is the most likely problem?  ||  A) Reverse causation, in which making more errors somehow produces additional years of experience  |  B) Error rates are a nominal variable  |  C) The narrow band of experience restricts the range and weakens r [X]  |  D) Pearson r cannot be used with counts of any kind",9
1007,S11-18,Assumptions and diagnostics,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,1,"Whether that extreme outlier is distorting the size of r, using a scatterplot",184,77,54.3,22.7,1,"Q: A nonprofit with 30 donors computes r = 0.71 between years of giving and total gift amount. One donor gave a single gift of $2 million in her first year. What should the analyst check?  ||  A) Whether that extreme outlier is distorting the size of r, using a scatterplot [X]  |  B) Whether the sample is large enough for a t test  |  C) Whether the variables should be converted to ranks before plotting  |  D) Whether the intercept is statistically significant",8
1008,S11-19,Assumptions and diagnostics,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,2,"There is a relationship, but it is curvilinear, so Pearson r near zero is misleading",153,84,55.3,28.7,1,"Q: A district scatterplot of class size against teacher-rated engagement shows a clear inverted-U shape, yet Pearson r is 0.03. What is the best conclusion?  ||  A) The two variables are unrelated  |  B) There is a relationship, but it is curvilinear, so Pearson r near zero is misleading [X]  |  C) The scatterplot must have been drawn incorrectly, since r and the plot always agree exactly  |  D) Sample size is too small for any correlation",15
1009,S11-20,Assumptions and diagnostics,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,4,"Outliers, curvilinearity, and restricted range can all mislead r, and only a plot reveals them",90,94,59.0,35.0,0,"Q: Why is it a mistake to report a Pearson correlation without first examining a scatterplot?  ||  A) Pearson r cannot be computed without a plot  |  B) APA style requires a scatterplot to accompany every correlation reported in a published table  |  C) Scatterplots replace the need to report r  |  D) Outliers, curvilinearity, and restricted range can all mislead r, and only a plot reveals them [X]",22
1010,S11-21,Chart choice,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,2,A scatterplot with advising contacts on the x axis and retention outcome on the y axis,152,86,55.3,30.7,1,Q: A leadership team wants to display the relationship between advising contacts and student retention for 240 students. Which display is most appropriate?  ||  A) A pie chart of retention categories  |  B) A scatterplot with advising contacts on the x axis and retention outcome on the y axis [X]  |  C) A stacked bar chart showing counts of advising contacts by academic term and student class year  |  D) A box plot of advising contacts only,30
1011,S11-22,Chart choice,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,3,"Direction of the cloud, how tightly points hug a line, curvature, and any stray points",109,86,65.7,20.3,0,"Q: When reading a scatterplot of nurse staffing against patient wait times, what should a leader look for first?  ||  A) Whether the axes are labeled in alphabetical order  |  B) The exact value of the correlation printed on the plot  |  C) Direction of the cloud, how tightly points hug a line, curvature, and any stray points [X]  |  D) The mean of each variable, marked with a vertical and a horizontal reference line on the plot",8
1012,S11-23,Chart choice,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,1,A weak positive relationship,139,28,29.7,-1.7,0,Q: A scatterplot of tutoring hours and reading gains shows points scattered widely with a slight upward drift. What does this pattern suggest?  ||  A) A weak positive relationship [X]  |  B) A strong positive relationship  |  C) A perfect linear relationship  |  D) A strong negative relationship,12
1013,S11-24,Chart choice,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,3,Close to -1.00,142,14,19.3,-5.3,0,"Q: On a scatterplot, points fall almost exactly along a line running from the upper left to the lower right. What is the approximate correlation?  ||  A) Close to zero  |  B) Close to +1.00  |  C) Close to -1.00 [X]  |  D) Cannot be estimated from a plot",28
1014,S11-25,Test selection,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,2,"Spearman rank-order correlation, because both variables are ordinal",140,67,55.7,11.3,0,"Q: A dean wants to relate faculty rank order on a teaching award ballot to rank order on student evaluations. Which correlation is appropriate?  ||  A) Pearson r, because ranks are numbers  |  B) Spearman rank-order correlation, because both variables are ordinal [X]  |  C) Chi-square, because ranks are categories  |  D) A point-biserial correlation, which is designed for pairs of ranked faculty ballot outcomes",15
1015,S11-26,Test selection,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,3,"Use Spearman rank-order correlation, which is less sensitive to extreme values and suits ordinal data",172,101,67.0,34.0,1,"Q: A clinic director has patient satisfaction measured on a 5-point ordinal scale and wait time in minutes, with several extreme wait times. Which approach is most defensible?  ||  A) Report Pearson r and ignore the extreme values  |  B) Convert wait times into high and low categories and compare satisfaction with a t test  |  C) Use Spearman rank-order correlation, which is less sensitive to extreme values and suits ordinal data [X]  |  D) Drop every case above the median wait time and correlate what remains",12
1016,S11-27,Test selection,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,1,"Both variables are continuous and roughly linearly related, such as attendance rate and test score",57,98,62.3,35.7,0,"Q: Which situation calls for Pearson r rather than Spearman?  ||  A) Both variables are continuous and roughly linearly related, such as attendance rate and test score [X]  |  B) One variable is a rank order of schools  |  C) Both variables are ordinal satisfaction ratings  |  D) One variable is a nominal grouping of academic departments within the organization being studied here",10
1017,S11-28,Test selection,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,4,"Regression, because it produces an equation that generates a predicted value",181,76,53.3,22.7,0,"Q: A nonprofit director asks whether correlation or regression fits her goal of predicting next year's donation amount from this year's contact count. Which is the better tool and why?  ||  A) Correlation, because it produces a single easy number  |  B) Correlation, because regression requires experimental data  |  C) Either one, because they produce identical output  |  D) Regression, because it produces an equation that generates a predicted value [X]",7
1018,S11-29,Regression,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,1,Each one-point increase in attendance rate is associated with a predicted increase of 2.4 points in math score,174,110,86.0,24.0,1,"Q: A district's regression equation for predicting math score from attendance rate is Y-hat = 180 + 2.4X, where X is attendance rate in percent. What does the slope of 2.4 mean?  ||  A) Each one-point increase in attendance rate is associated with a predicted increase of 2.4 points in math score [X]  |  B) Attendance explains 2.4 percent of the variance in math scores  |  C) The average math score across all students in the district is 2.4 points above the state target  |  D) Students must attend 2.4 more school days than they currently do in order to pass the state math test",12
1019,S11-30,Regression,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,2,Each additional nurse is associated with a predicted decrease of 4.5 minutes in wait time,146,89,57.0,32.0,1,"Q: A clinic uses Y-hat = 62 - 4.5X, where X is the number of nurses on a shift and Y-hat is predicted wait time in minutes. What does the slope mean?  ||  A) Wait time drops 4.5 percent per nurse  |  B) Each additional nurse is associated with a predicted decrease of 4.5 minutes in wait time [X]  |  C) The correlation between number of nurses and patient wait time is -4.5, a very strong relationship  |  D) Adding 4.5 nurses eliminates waiting",12
1020,S11-31,Regression,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,3,The predicted retention likelihood when a student has zero advising contacts,177,76,63.0,13.0,1,"Q: A retention model is Y-hat = 48 + 6X, where X is the number of advising contacts and Y-hat is predicted retention likelihood in percent. What does the intercept of 48 represent?  ||  A) The average number of advising contacts received by students across the whole entering cohort  |  B) The strength of the relationship between contacts and retention  |  C) The predicted retention likelihood when a student has zero advising contacts [X]  |  D) The percent of variance explained",14
1021,S11-32,Regression,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,4,Zero donors contacted may fall outside the range of X actually observed,152,71,47.3,23.7,1,"Q: In a nonprofit model Y-hat = 1500 + 35X, where X is donors contacted and Y-hat is dollars raised, why might the intercept have little practical meaning?  ||  A) Intercepts are never interpretable in regression  |  B) The intercept is always equal to the mean of Y  |  C) The intercept should be reported as a percentage  |  D) Zero donors contacted may fall outside the range of X actually observed [X]",14
1022,S11-33,Regression,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,1,26 minutes,139,10,10.0,0.0,1,"Q: Using Y-hat = 62 - 4.5X for predicted wait time in minutes from number of nurses, what is the predicted wait time on a shift with 8 nurses?  ||  A) 26 minutes [X]  |  B) 36 minutes  |  C) 44 minutes  |  D) 17 minutes",12
1023,S11-34,Regression,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,2,3.90,178,4,4.0,0.0,1,"Q: A registrar predicts GPA from attendance rate with Y-hat = 2.10 + 0.03X, where X is attendance rate in percent. What GPA is predicted for a student with an attendance rate of 60?  ||  A) 2.70  |  B) 3.90 [X]  |  C) 4.10  |  D) 1.80",14
1024,S11-35,Regression,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,3,78 percent,171,10,10.0,0.0,1,"Q: A retention model is Y-hat = 48 + 6X, where X is advising contacts and Y-hat is predicted retention likelihood in percent. What is predicted for a student with 5 contacts?  ||  A) 54 percent  |  B) 30 percent  |  C) 78 percent [X]  |  D) 60 percent",15
1025,S11-36,Regression,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,4,"$2,900",159,6,6.0,0.0,1,"Q: A development office uses Y-hat = 1500 + 35X, where X is the number of donors contacted and Y-hat is dollars raised. What is predicted for 40 donors contacted?  ||  A) $1,540  |  B) $3,500  |  C) $1,400  |  D) $2,900 [X]",12
1026,S11-37,Regression,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,1,240,153,3,3.0,0.0,1,"Q: A reading model is Y-hat = 180 + 2.4X, where X is daily minutes of independent reading. What score is predicted for a student who reads 25 minutes a day?  ||  A) 240 [X]  |  B) 205  |  C) 300  |  D) 216",9
1027,S11-38,Regression,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,2,24.5 percent,152,12,12.0,0.0,1,Q: A staffing model predicts turnover percent from supervisor span of control: Y-hat = 12.5 + 0.8X. What is predicted for a supervisor overseeing 15 staff?  ||  A) 20.0 percent  |  B) 24.5 percent [X]  |  C) 13.3 percent  |  D) 27.5 percent,16
1028,S11-39,Regression,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,3,"This is extrapolation far beyond the observed range of X, so the prediction is not trustworthy",154,94,59.7,34.3,1,"Q: A model built on schools with attendance rates from 80 to 98 percent is used to predict scores for a school at 45 percent attendance. What is the problem?  ||  A) The slope must be recalculated in z scores  |  B) The intercept is too large  |  C) This is extrapolation far beyond the observed range of X, so the prediction is not trustworthy [X]  |  D) Regression equations cannot legitimately be used at all when the predictor variable is measured as a percentage",5
1029,S11-40,Regression,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,4,The equation should not be used that far outside the data it was built on,160,73,52.0,21.0,1,"Q: A clinic's wait-time model was built on shifts staffed with 4 to 10 nurses. A director asks what the equation predicts for 25 nurses. What is the best response?  ||  A) Report the predicted value, since the equation is linear  |  B) Recompute the equation using Spearman correlation  |  C) Report the value but square it to correct for range  |  D) The equation should not be used that far outside the data it was built on [X]",15
1030,S11-41,Regression,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,1,"The residual, or error in prediction, for that case",115,51,25.0,26.0,1,"Q: A regression predicts a student will earn a 3.4 GPA; the student actually earns 3.1. What is the value -0.3 called?  ||  A) The residual, or error in prediction, for that case [X]  |  B) The standard error of the estimate  |  C) The slope  |  D) The coefficient of determination",14
1031,S11-42,Regression,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,2,"The typical size of the gap between predicted and actual values, in the units of the outcome",84,92,73.0,19.0,0,"Q: What does the standard error of the estimate tell a leader using a regression model?  ||  A) How many cases were in the sample  |  B) The typical size of the gap between predicted and actual values, in the units of the outcome [X]  |  C) The percent of variance in the outcome that is explained by the predictor variable in the model  |  D) Whether the slope is statistically significant at the conventional .05 level of probability",10
1032,S11-43,Regression,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,3,"Model A produces more accurate predictions, with actual values falling closer to predicted ones",142,95,37.0,58.0,1,"Q: Two regression models predict patient wait time. Model A has a standard error of the estimate of 4 minutes; Model B, 15 minutes. What follows?  ||  A) Model B has the stronger correlation  |  B) Model B uses a larger sample  |  C) Model A produces more accurate predictions, with actual values falling closer to predicted ones [X]  |  D) The models cannot be compared without r-squared",17
1033,S11-44,Regression,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,4,The standard error of the estimate shrinks and predictions get more accurate,125,76,51.0,25.0,0,"Q: As the correlation between a predictor and an outcome gets stronger, what happens to prediction from the regression equation?  ||  A) The slope always approaches 1.00  |  B) The intercept approaches zero  |  C) Predictions become less useful, because a larger r shrinks r-squared and the shared variance  |  D) The standard error of the estimate shrinks and predictions get more accurate [X]",7
1034,S11-45,Correlation,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,1,"Statistically significant but trivially small, explaining well under 1 percent of the variance",157,94,46.3,47.7,1,"Q: With 5,000 students, a district reports that the correlation between library visits and GPA is r = 0.04, p < .001. How should this be described to the board?  ||  A) Statistically significant but trivially small, explaining well under 1 percent of the variance [X]  |  B) Strong evidence that library visits raise GPA  |  C) A moderate relationship that merits new investment  |  D) Not significant, so the relationship is zero",12
1035,S11-46,Correlation,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,2,"Significance testing reflects how unlikely the result is by chance, and large samples make even tiny effects unlikely by chance",82,127,76.7,50.3,0,"Q: Why can a very small correlation reach statistical significance in a large sample?  ||  A) Large samples mathematically inflate the size of r itself, pushing weak relationships upward  |  B) Significance testing reflects how unlikely the result is by chance, and large samples make even tiny effects unlikely by chance [X]  |  C) p values are computed from r-squared, not r  |  D) Large samples eliminate measurement error entirely, so every observed relationship becomes real",11
1036,S11-47,Correlation,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,3,"The sample is too small to rule out chance, though the observed relationship is moderate and worth studying further",198,115,68.7,46.3,1,"Q: A small clinic of 18 staff finds r = 0.42 between wellness program participation and reported burnout relief, but the result is not statistically significant. What is the most reasonable conclusion?  ||  A) The relationship is definitely zero in the population  |  B) Participation clearly reduces burnout  |  C) The sample is too small to rule out chance, though the observed relationship is moderate and worth studying further [X]  |  D) Nonsignificant correlations should never be reported in a program evaluation submitted to an outside funder or board",29
1037,S11-48,Correlation,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,4,"The relationship is unlikely to be chance, but it explains only about 8 percent of the variance",156,95,52.0,43.0,1,"Q: A grant report states that a correlation of r = 0.28 was significant at p < .05 with n = 400. Which statement best reflects both significance and magnitude?  ||  A) The relationship is strong because p is small  |  B) Significance and magnitude are the same property  |  C) Because p < .05, about 5 percent of the variance is unexplained  |  D) The relationship is unlikely to be chance, but it explains only about 8 percent of the variance [X]",14
1038,S11-49,Correlation,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,1,"There is no linear relationship in these data, though a curved relationship or a restricted range could hide one",126,112,58.3,53.7,1,"Q: A state agency finds r = 0.00 between county funding per resident and immunization rates. What is the most careful conclusion?  ||  A) There is no linear relationship in these data, though a curved relationship or a restricted range could hide one [X]  |  B) County funding has no effect of any kind on immunization rates anywhere in the state, now or later  |  C) The data must contain an error  |  D) Immunization rates are constant across counties",11
1039,S11-50,Assumptions and diagnostics,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,,,,,,4,2,Report both results and discuss the influence of that one district on the correlation,221,85,65.0,20.0,1,"Q: An analyst computes r = 0.81 between school budget and enrollment for 12 districts, but one very large urban district sits far from the rest of the points. Removing it drops r to 0.22. What is the honest reporting choice?  ||  A) Report only the higher value, since more data is always better than less when estimating r  |  B) Report both results and discuss the influence of that one district on the correlation [X]  |  C) Report only the lower value and delete the district permanently  |  D) Report the average of the two correlations",12
